1697972454.342258302;k1: 1.0
1697972454.342932846;k2: 5.0
1697972454.343471962;Max_linear: 10.0
1697972454.343915869;Max_angular: 10.0
1697972454.344560584;Target_distance: 1.0
1697972458.685658022;left;2.7538;1.7538;-1.5083;0.6631
1697972458.697114896;left;2.7538;1.7538;-1.5082;0.6631
1697972458.707506297;left;2.7538;1.7538;-1.5083;0.6631
1697972458.715987056;left;2.7536;1.7536;-1.5084;0.6630
1697972458.725495250;left;2.7534;1.7534;-1.5087;0.6629
1697972458.735196092;left;2.7529;1.7529;-1.5092;0.6627
1697972458.745772944;left;2.7523;1.7523;-1.5097;0.6624
1697972458.759173859;left;2.7517;1.7517;-1.5104;0.6621
1697972458.772061406;left;2.7509;1.7509;-1.5112;0.6618
1697972458.781393732;left;2.7500;1.7500;-1.5121;0.6614
1697972458.789610963;left;2.7489;1.7489;-1.5131;0.6609
1697972458.799227877;left;2.7478;1.7478;-1.5143;0.6604
1697972458.814923074;left;2.7465;1.7465;-1.5155;0.6599
1697972458.824625968;left;2.7451;1.7451;-1.5169;0.6593
1697972458.834685562;left;2.7436;1.7436;-1.5184;0.6586
1697972458.843976328;left;2.7420;1.7420;-1.5200;0.6579
1697972458.860390992;left;2.7403;1.7403;-1.5218;0.6572
1697972458.868815006;left;2.7384;1.7384;-1.5236;0.6564
1697972458.878298472;left;2.7365;1.7365;-1.5256;0.6555
1697972458.903708605;left;2.7344;1.7344;-1.5277;0.6546
1697972458.911699965;left;2.7322;1.7322;-1.5299;0.6537
1697972458.921421891;left;2.7298;1.7298;-1.5322;0.6527
1697972458.928645416;left;2.7274;1.7274;-1.5347;0.6516
1697972458.938586042;left;2.7248;1.7248;-1.5373;0.6506
1697972458.952851473;left;2.7221;1.7221;-1.5399;0.6494
1697972458.963300002;left;2.7193;1.7193;-1.5427;0.6482
1697972458.974344165;left;2.7161;1.7161;-1.5460;0.6469
1697972458.985883518;left;2.7133;1.7133;-1.5487;0.6457
1697972458.998232113;left;2.7102;1.7102;-1.5519;0.6444
1697972459.006618929;left;2.7069;1.7069;-1.5552;0.6431
1697972459.016293962;left;2.7034;1.7034;-1.4712;0.6797
1697972459.029895365;left;2.7001;1.7001;-1.5620;0.6403
1697972459.041057348;left;2.6966;1.6966;-1.5655;0.6388
1697972459.049831020;left;2.6930;1.6930;-1.4816;0.6750
1697972459.058294481;left;2.6893;1.6893;-1.4853;0.6733
1697972459.067260401;left;2.6858;1.6858;-1.4888;0.6717
1697972459.085187292;left;2.6822;1.6822;-1.4050;0.7118
1697972459.094229192;left;2.6783;1.6783;-1.4088;0.7099
1697972459.102456812;left;2.6745;1.6745;-1.4127;0.7079
1697972459.110939805;left;2.6706;1.6706;-1.3290;0.7525
1697972459.130134142;left;2.6666;1.6666;-1.3331;0.7502
1697972459.137633499;left;2.6627;1.6627;-1.3370;0.7480
1697972459.146023518;left;2.6586;1.6586;-1.2536;0.7977
1697972459.156483829;left;2.6544;1.6544;-1.2578;0.7951
1697972459.170371249;left;2.6504;1.6504;-1.1743;0.8516
1697972459.178782386;left;2.6462;1.6462;-1.1785;0.8486
1697972459.187386661;left;2.6421;1.6421;-1.1827;0.8456
1697972459.196175672;left;2.6378;1.6378;-1.0995;0.9096
1697972459.212534000;left;2.6334;1.6334;-1.1038;0.9060
1697972459.222051761;left;2.6292;1.6292;-1.1081;0.9025
1697972459.230602033;left;2.6247;1.6247;-1.0251;0.9756
1697972459.240413527;left;2.6198;1.6198;-1.0300;0.9710
1697972459.259879110;left;2.6158;1.6158;-0.9465;1.0000
1697972459.266836941;left;2.6112;1.6112;-0.9511;1.0000
1697972459.276189201;left;2.6066;1.6066;-0.9557;1.0000
1697972459.284286591;left;2.6020;1.6020;-0.8728;1.0000
1697972459.296948325;left;2.5973;1.5973;-0.8776;1.0000
1697972459.307737643;left;2.5926;1.5926;-0.8823;1.0000
1697972459.315459551;left;2.5880;1.5880;-0.8869;1.0000
1697972459.326220126;left;2.5833;1.5833;-0.8041;1.0000
1697972459.333787416;left;2.5787;1.5787;-0.8087;1.0000
1697972459.352613204;left;2.5743;1.5743;-0.8132;1.0000
1697972459.360662575;left;2.5698;1.5698;-0.8176;1.0000
1697972459.370002215;left;2.5649;1.5649;-0.7350;1.0000
1697972459.384330133;left;2.5609;1.5609;-0.7390;1.0000
1697972459.394242731;left;2.5565;1.5565;-0.7434;1.0000
1697972459.403203422;left;2.5522;1.5522;-0.7477;1.0000
1697972459.413440080;left;2.5480;1.5480;-0.6645;1.0000
1697972459.427721771;left;2.5436;1.5436;-0.6689;1.0000
1697972459.435564181;left;2.5394;1.5394;-0.6731;1.0000
1697972459.442482061;left;2.5352;1.5352;-0.6773;1.0000
1697972459.450809965;left;2.5310;1.5310;-0.6815;1.0000
1697972459.459655860;left;2.5269;1.5269;-0.5981;1.0000
1697972459.471932101;left;2.5227;1.5227;-0.6023;1.0000
1697972459.482106685;left;2.5186;1.5186;-0.6064;1.0000
1697972459.490183049;left;2.5145;1.5145;-0.6105;1.0000
1697972459.500202214;left;2.5105;1.5105;-0.6145;1.0000
1697972459.507796578;left;2.5065;1.5065;-0.6185;1.0000
1697972459.528212649;left;2.5026;1.5026;-0.5350;1.0000
1697972459.537054712;left;2.4986;1.4986;-0.5390;1.0000
1697972459.544379952;left;2.4946;1.4946;-0.5429;1.0000
1697972459.571235673;left;2.4907;1.4907;-0.5468;1.0000
1697972459.578098789;left;2.4868;1.4868;-0.5507;1.0000
