1553,529000000,-0.03529499999999796,-1.9874000000000032,16.261270699766754
1553,539000000,-0.035294999999998924,-1.987400000000002,16.26127069976675
1553,549000000,-0.03529500000000758,-1.9873999999999836,16.26127070038666
1553,559000000,-0.035295000000092884,-1.9873999999998504,16.261270705619165
1553,569000000,-0.03529500000038721,-1.987399999999396,16.261270723586232
1553,579000000,-0.03529504901703196,-1.98740003179845,16.261270704716893
1553,589000000,-0.03529520770469838,-1.9874001347476904,16.261270477245006
1553,599000000,-0.03529547606546884,-1.9874003088481063,16.261269715092116
1553,609000000,-0.0352958541031878,-1.987400554101835,16.26126786187615
1553,619000000,-0.035296341821504235,-1.9874008705108561,16.261264131137697
1553,629000000,-0.03529693922403805,-1.9874012580771256,16.261257506561765
1553,639000000,-0.035297646313557564,-1.9874017168020652,16.26124674218885
1553,649000000,-0.03529846309264222,-1.9874022466870187,16.26123036256245
1553,659000000,-0.035299389562549834,-1.98740284773255,16.261206662826563
1553,669000000,-0.035300425723162256,-1.9874035199384428,16.261173708703684
1553,679000000,-0.03530157157329017,-1.9874042633039366,16.261129336303146
1553,689000000,-0.03530282710963748,-1.9874050778270977,16.26107115178003
1553,699000000,-0.03479731578493188,-1.9870580029327882,15.787584613880435
1553,709000000,-0.03391377926361766,-1.9864272487725236,15.309925236086546
1553,719000000,-0.03268153779316121,-1.9856725688284549,14.73340709640118
1553,729000000,-0.03131828030328642,-1.9848963277979297,14.127596872166189
1553,739000000,-0.02988226382077235,-1.984124361101921,13.499752362917189
1553,749000000,-0.028349277787932142,-1.983345932816445,12.85434638001634
1553,759000000,-0.026689547025466852,-1.9825461476746338,12.192419164508555
1553,769000000,-0.024895825132385228,-1.981729536182815,11.52365782762726
1553,779000000,-0.023019648312426998,-1.9809330721880762,10.87295680523077
1553,789000000,-0.02107064478372534,-1.980163389201208,10.23449424932505
1553,799000000,-0.019047396214597313,-1.979409849622569,9.606945820268974
1553,809000000,-0.016960481011899654,-1.9786842857775784,8.989493901724254
1553,819000000,-0.01480244033232125,-1.977984879592699,8.392995947718527
1553,829000000,-0.012565175187978889,-1.9773111722783554,7.81132939752096
1553,839000000,-0.01025405685905475,-1.9766701530791837,7.241420317619644
1553,849000000,-0.00787675774315537,-1.97606247514782,6.682789114873056
1553,859000000,-0.005476456034837225,-1.9754980946001601,6.113210059712524
