[INFO] [1697971289.378799580] [robot_controller]: k1: 1.0
[INFO] [1697971289.379779197] [robot_controller]: k2: 5.0
[INFO] [1697971289.380491182] [robot_controller]: Max_linear: 2.0
[INFO] [1697971289.381218083] [robot_controller]: Max_angular: 3.0
[INFO] [1697971289.381918432] [robot_controller]: Target_distance: 1.0
[INFO] [1697971293.327263693] [robot_controller]: right;2.3741;-1.3741;-6.4212;0.2000
[INFO] [1697971293.336696613] [robot_controller]: right;2.3741;-1.3741;-6.4212;0.2000
[INFO] [1697971293.349078750] [robot_controller]: right;2.3741;-1.3741;-6.4212;0.2000
[INFO] [1697971293.358228218] [robot_controller]: right;2.3740;-1.3740;-6.4211;0.2000
[INFO] [1697971293.370954859] [robot_controller]: right;2.3739;-1.3739;-6.4211;0.2000
[INFO] [1697971293.379499444] [robot_controller]: right;2.3738;-1.3738;-6.4210;0.2000
[INFO] [1697971293.389283920] [robot_controller]: right;2.3737;-1.3737;-6.4209;0.2000
[INFO] [1697971293.407946721] [robot_controller]: right;2.3736;-1.3736;-6.4208;0.2000
[INFO] [1697971293.420106597] [robot_controller]: right;2.3735;-1.3735;-6.4206;0.2000
[INFO] [1697971293.434283771] [robot_controller]: right;2.3734;-1.3734;-6.4205;0.2000
[INFO] [1697971293.445127780] [robot_controller]: right;2.3732;-1.3732;-6.4204;0.2000
[INFO] [1697971293.460630947] [robot_controller]: right;2.3731;-1.3731;-6.4202;0.2000
[INFO] [1697971293.470323101] [robot_controller]: right;2.3729;-1.3729;-6.4201;0.2000
[INFO] [1697971293.478248665] [robot_controller]: right;2.3728;-1.3728;-6.4199;0.2000
[INFO] [1697971293.486653176] [robot_controller]: right;2.3726;-1.3726;-6.4197;0.2000
[INFO] [1697971293.500248450] [robot_controller]: right;2.3724;-1.3724;-6.4196;0.2000
[INFO] [1697971293.509315578] [robot_controller]: right;2.3726;-1.3726;-6.4197;0.2000
[INFO] [1697971293.524140956] [robot_controller]: right;2.3745;-1.3745;-6.4216;0.2000
[INFO] [1697971293.538323162] [robot_controller]: right;2.3763;-1.3763;-6.3360;0.2000
[INFO] [1697971293.547734046] [robot_controller]: right;2.3780;-1.3780;-6.2502;0.2000
[INFO] [1697971293.556502765] [robot_controller]: right;2.3797;-1.3797;-6.1644;0.2000
[INFO] [1697971293.567178495] [robot_controller]: right;2.3813;-1.3813;-6.1661;0.2000
[INFO] [1697971293.579815654] [robot_controller]: right;2.3829;-1.3829;-6.0802;0.2000
[INFO] [1697971293.590564969] [robot_controller]: right;2.3844;-1.3844;-5.9942;0.2000
[INFO] [1697971293.610380845] [robot_controller]: right;2.3860;-1.3860;-5.9083;0.2000
[INFO] [1697971293.620444434] [robot_controller]: right;2.3875;-1.3875;-5.8224;0.2000
[INFO] [1697971293.637269530] [robot_controller]: right;2.3890;-1.3890;-5.7364;0.2000
[INFO] [1697971293.645337736] [robot_controller]: right;2.3906;-1.3906;-5.6505;0.2000
[INFO] [1697971293.655480078] [robot_controller]: right;2.3920;-1.3920;-5.6520;0.2000
[INFO] [1697971293.664109018] [robot_controller]: right;2.3934;-1.3934;-5.5659;0.2000
[INFO] [1697971293.679510934] [robot_controller]: right;2.3948;-1.3948;-5.4799;0.2000
[INFO] [1697971293.692321022] [robot_controller]: right;2.3963;-1.3963;-5.3938;0.2000
[INFO] [1697971293.707031378] [robot_controller]: right;2.3980;-1.3980;-5.3081;0.2000
[INFO] [1697971293.723554708] [robot_controller]: right;2.3993;-1.3993;-5.2219;0.2000
[INFO] [1697971293.756699763] [robot_controller]: right;2.4007;-1.4007;-5.1358;0.2000
[INFO] [1697971293.772959279] [robot_controller]: right;2.4020;-1.4020;-5.0497;0.2000
[INFO] [1697971293.788943231] [robot_controller]: right;2.4034;-1.4034;-5.0511;0.2000
[INFO] [1697971293.801666163] [robot_controller]: right;2.4046;-1.4046;-4.9648;0.2014
[INFO] [1697971293.824037138] [robot_controller]: right;2.4058;-1.4058;-4.8786;0.2050
[INFO] [1697971293.842365416] [robot_controller]: right;2.4070;-1.4070;-4.7923;0.2087
[INFO] [1697971293.863142919] [robot_controller]: right;2.4084;-1.4084;-4.7062;0.2125
