[INFO] [1697971012.284821852] [robot_controller]: k1: 1.0
[INFO] [1697971012.285465869] [robot_controller]: k2: 5.0
[INFO] [1697971012.286053355] [robot_controller]: Max_linear: 2.0
[INFO] [1697971012.286682900] [robot_controller]: Max_angular: 3.0
[INFO] [1697971012.287196006] [robot_controller]: Target_distance: 1.0
[INFO] [1697971022.815955420] [robot_controller]: right;2.9050;-1.9050;-6.8647;0.2000
[INFO] [1697971022.825984706] [robot_controller]: right;2.9050;-1.9050;-6.8647;0.2000
[INFO] [1697971022.837256974] [robot_controller]: right;2.9050;-1.9050;-6.8647;0.2000
[INFO] [1697971022.849948368] [robot_controller]: right;2.9049;-1.9049;-6.8646;0.2000
[INFO] [1697971022.861114062] [robot_controller]: right;2.9049;-1.9049;-6.8646;0.2000
[INFO] [1697971022.871190748] [robot_controller]: right;2.9048;-1.9048;-6.8645;0.2000
[INFO] [1697971022.882146236] [robot_controller]: right;2.9047;-1.9047;-6.8644;0.2000
[INFO] [1697971022.897858160] [robot_controller]: right;2.9046;-1.9046;-6.8643;0.2000
[INFO] [1697971022.911266341] [robot_controller]: right;2.9045;-1.9045;-6.8642;0.2000
[INFO] [1697971022.923837401] [robot_controller]: right;2.9044;-1.9044;-6.8641;0.2000
[INFO] [1697971022.940824296] [robot_controller]: right;2.9043;-1.9043;-6.8640;0.2000
[INFO] [1697971022.953563224] [robot_controller]: right;2.9042;-1.9042;-6.8638;0.2000
[INFO] [1697971022.963789767] [robot_controller]: right;2.9041;-1.9041;-6.8637;0.2000
[INFO] [1697971022.976095901] [robot_controller]: right;2.9039;-1.9039;-6.8636;0.2000
[INFO] [1697971022.993777067] [robot_controller]: right;2.9038;-1.9038;-6.8635;0.2000
[INFO] [1697971023.005386288] [robot_controller]: right;2.9037;-1.9037;-6.8633;0.2000
[INFO] [1697971023.012892459] [robot_controller]: right;2.9039;-1.9039;-6.8636;0.2000
[INFO] [1697971023.026059886] [robot_controller]: right;2.9058;-1.9058;-6.7781;0.2000
[INFO] [1697971023.035386462] [robot_controller]: right;2.9076;-1.9076;-6.7798;0.2000
[INFO] [1697971023.042775971] [robot_controller]: right;2.9094;-1.9094;-6.6941;0.2000
[INFO] [1697971023.059812742] [robot_controller]: right;2.9112;-1.9112;-6.6085;0.2000
[INFO] [1697971023.067681451] [robot_controller]: right;2.9127;-1.9127;-6.5225;0.2000
[INFO] [1697971023.076029300] [robot_controller]: right;2.9142;-1.9142;-6.4366;0.2000
[INFO] [1697971023.084607946] [robot_controller]: right;2.9158;-1.9158;-6.3507;0.2000
[INFO] [1697971023.100126538] [robot_controller]: right;2.9173;-1.9173;-6.3522;0.2000
[INFO] [1697971023.112752134] [robot_controller]: right;2.9188;-1.9188;-6.2662;0.2000
[INFO] [1697971023.120079086] [robot_controller]: right;2.9202;-1.9202;-6.1802;0.2000
[INFO] [1697971023.131365339] [robot_controller]: right;2.9217;-1.9217;-6.0942;0.2000
[INFO] [1697971023.146422740] [robot_controller]: right;2.9232;-1.9232;-6.0082;0.2000
[INFO] [1697971023.155101364] [robot_controller]: right;2.9246;-1.9246;-5.9222;0.2000
[INFO] [1697971023.171743792] [robot_controller]: right;2.9261;-1.9261;-5.9237;0.2000
[INFO] [1697971023.180186508] [robot_controller]: right;2.9274;-1.9274;-5.8375;0.2000
[INFO] [1697971023.187337214] [robot_controller]: right;2.9288;-1.9288;-5.7514;0.2000
[INFO] [1697971023.199951781] [robot_controller]: right;2.9302;-1.9302;-5.6654;0.2000
[INFO] [1697971023.209147267] [robot_controller]: right;2.9314;-1.9314;-5.5791;0.2000
[INFO] [1697971023.219513802] [robot_controller]: right;2.9327;-1.9327;-5.4930;0.2000
[INFO] [1697971023.228412823] [robot_controller]: right;2.9341;-1.9341;-5.4068;0.2000
[INFO] [1697971023.244385414] [robot_controller]: right;2.9353;-1.9353;-5.4081;0.2000
[INFO] [1697971023.254475421] [robot_controller]: right;2.9365;-1.9365;-5.3218;0.2000
[INFO] [1697971023.263527022] [robot_controller]: right;2.9377;-1.9377;-5.2355;0.2000
[INFO] [1697971023.276829780] [robot_controller]: right;2.9389;-1.9389;-5.1492;0.2000
[INFO] [1697971023.285615251] [robot_controller]: right;2.9400;-1.9400;-5.0629;0.2000
[INFO] [1697971023.293889770] [robot_controller]: right;2.9412;-1.9412;-4.9766;0.2009
[INFO] [1697971023.305264929] [robot_controller]: right;2.9424;-1.9424;-4.8903;0.2045
[INFO] [1697971023.313137784] [robot_controller]: right;2.9435;-1.9435;-4.8914;0.2044
[INFO] [1697971023.322014510] [robot_controller]: right;2.9445;-1.9445;-4.8050;0.2081
[INFO] [1697971023.334003066] [robot_controller]: right;2.9455;-1.9455;-4.7186;0.2119
[INFO] [1697971023.342171207] [robot_controller]: right;2.9466;-1.9466;-4.6322;0.2159
[INFO] [1697971023.352039555] [robot_controller]: right;2.9477;-1.9477;-4.5458;0.2200
[INFO] [1697971023.367014896] [robot_controller]: right;2.9488;-1.9488;-4.4594;0.2243
[INFO] [1697971023.374650152] [robot_controller]: right;2.9498;-1.9498;-4.3730;0.2287
[INFO] [1697971023.384094769] [robot_controller]: right;2.9508;-1.9508;-4.3740;0.2286
[INFO] [1697971023.398023709] [robot_controller]: right;2.9518;-1.9518;-4.2875;0.2332
[INFO] [1697971023.408831033] [robot_controller]: right;2.9528;-1.9528;-4.2011;0.2380
[INFO] [1697971023.417843663] [robot_controller]: right;2.9538;-1.9538;-4.1146;0.2430
[INFO] [1697971023.441603278] [robot_controller]: right;2.9548;-1.9548;-4.0281;0.2483
[INFO] [1697971023.447478814] [robot_controller]: right;2.9558;-1.9558;-3.9416;0.2537
[INFO] [1697971023.457571325] [robot_controller]: right;2.9567;-1.9567;-3.9426;0.2536
[INFO] [1697971023.474470007] [robot_controller]: right;2.9576;-1.9576;-3.8560;0.2593
[INFO] [1697971023.486203172] [robot_controller]: right;2.9583;-1.9583;-3.7692;0.2653
[INFO] [1697971023.499675716] [robot_controller]: right;2.9591;-1.9591;-3.6825;0.2716
[INFO] [1697971023.506664314] [robot_controller]: right;2.9599;-1.9599;-3.5959;0.2781
[INFO] [1697971023.515209655] [robot_controller]: right;2.9608;-1.9608;-3.5093;0.2850
[INFO] [1697971023.524011547] [robot_controller]: right;2.9617;-1.9617;-3.5102;0.2849
[INFO] [1697971023.539513888] [robot_controller]: right;2.9624;-1.9624;-3.4235;0.2921
[INFO] [1697971023.548493859] [robot_controller]: right;2.9631;-1.9631;-3.3367;0.2997
[INFO] [1697971023.560814030] [robot_controller]: right;2.9639;-1.9639;-3.2500;0.3077
[INFO] [1697971023.571443577] [robot_controller]: right;2.9646;-1.9646;-3.1632;0.3161
[INFO] [1697971023.580446861] [robot_controller]: right;2.9653;-1.9653;-3.0765;0.3251
[INFO] [1697971023.592748845] [robot_controller]: right;2.9660;-1.9660;-2.9897;0.3345
[INFO] [1697971023.602488071] [robot_controller]: right;2.9666;-1.9666;-2.9903;0.3344
[INFO] [1697971023.610997608] [robot_controller]: right;2.9672;-1.9672;-2.9034;0.3444
[INFO] [1697971023.621648373] [robot_controller]: right;2.9677;-1.9677;-2.8165;0.3551
[INFO] [1697971023.637975476] [robot_controller]: right;2.9682;-1.9682;-2.7296;0.3664
[INFO] [1697971023.647328205] [robot_controller]: right;2.9687;-1.9687;-2.6426;0.3784
[INFO] [1697971023.656820841] [robot_controller]: right;2.9693;-1.9693;-2.5557;0.3913
[INFO] [1697971023.666182582] [robot_controller]: right;2.9697;-1.9697;-2.5561;0.3912
[INFO] [1697971023.675388115] [robot_controller]: right;2.9700;-1.9700;-2.4690;0.4050
[INFO] [1697971023.686443288] [robot_controller]: right;2.9704;-1.9704;-2.3819;0.4199
[INFO] [1697971023.702138183] [robot_controller]: right;2.9708;-1.9708;-2.3823;0.4198
[INFO] [1697971023.711325487] [robot_controller]: right;2.9710;-1.9710;-2.2950;0.4357
[INFO] [1697971023.723229241] [robot_controller]: right;2.9713;-1.9713;-2.2078;0.4530
[INFO] [1697971023.735828973] [robot_controller]: right;2.9715;-1.9715;-2.2081;0.4529
[INFO] [1697971023.747119424] [robot_controller]: right;2.9716;-1.9716;-2.1207;0.4716
[INFO] [1697971023.757637470] [robot_controller]: right;2.9717;-1.9717;-2.0333;0.4918
[INFO] [1697971023.773637224] [robot_controller]: right;2.9718;-1.9718;-2.0334;0.4918
[INFO] [1697971023.779567775] [robot_controller]: right;2.9718;-1.9718;-1.9459;0.5139
[INFO] [1697971023.790730455] [robot_controller]: right;2.9718;-1.9718;-1.8585;0.5381
[INFO] [1697971023.798160780] [robot_controller]: right;2.9717;-1.9717;-1.8583;0.5381
[INFO] [1697971023.814153794] [robot_controller]: right;2.9716;-1.9716;-1.7708;0.5648
[INFO] [1697971023.824218340] [robot_controller]: right;2.9713;-1.9713;-1.7706;0.5648
[INFO] [1697971023.831281694] [robot_controller]: right;2.9711;-1.9711;-1.6828;0.5943
[INFO] [1697971023.843278096] [robot_controller]: right;2.9708;-1.9708;-1.6825;0.5944
[INFO] [1697971023.851597652] [robot_controller]: right;2.9704;-1.9704;-1.5947;0.6271
[INFO] [1697971023.860350662] [robot_controller]: right;2.9700;-1.9700;-1.5943;0.6273
[INFO] [1697971023.875597721] [robot_controller]: right;2.9695;-1.9695;-1.5063;0.6639
[INFO] [1697971023.886802425] [robot_controller]: right;2.9689;-1.9689;-1.5057;0.6642
[INFO] [1697971023.894047873] [robot_controller]: right;2.9682;-1.9682;-1.4176;0.7055
[INFO] [1697971023.910418154] [robot_controller]: right;2.9676;-1.9676;-1.4169;0.7058
[INFO] [1697971023.918956524] [robot_controller]: right;2.9667;-1.9667;-1.3286;0.7527
[INFO] [1697971023.928320430] [robot_controller]: right;2.9659;-1.9659;-1.2403;0.8063
[INFO] [1697971023.948893326] [robot_controller]: right;2.9648;-1.9648;-1.2392;0.8070
[INFO] [1697971023.961198730] [robot_controller]: right;2.9638;-1.9638;-1.1507;0.8691
[INFO] [1697971023.979703262] [robot_controller]: right;2.9624;-1.9624;-1.1494;0.8701
[INFO] [1697971023.986895663] [robot_controller]: right;2.9611;-1.9611;-1.0606;0.9430
[INFO] [1697971023.997659744] [robot_controller]: right;2.9598;-1.9598;-1.0593;0.9441
[INFO] [1697971024.010392128] [robot_controller]: right;2.9582;-1.9582;-0.9702;1.0000
[INFO] [1697971024.019184125] [robot_controller]: right;2.9566;-1.9566;-0.8812;1.0000
[INFO] [1697971024.029805106] [robot_controller]: right;2.9548;-1.9548;-0.8793;1.0000
[INFO] [1697971024.039074121] [robot_controller]: right;2.9529;-1.9529;-0.7900;1.0000
[INFO] [1697971024.057770236] [robot_controller]: right;2.9509;-1.9509;-0.7880;1.0000
[INFO] [1697971024.064997096] [robot_controller]: right;2.9488;-1.9488;-0.6984;1.0000
[INFO] [1697971024.076684043] [robot_controller]: right;2.9466;-1.9466;-0.6962;1.0000
[INFO] [1697971024.089775812] [robot_controller]: right;2.9441;-1.9441;-0.6063;1.0000
[INFO] [1697971024.098509869] [robot_controller]: right;2.9418;-1.9418;-0.6039;1.0000
