1697966772.314215919;k1: 1.0
1697966772.314939214;k2: 5.0
1697966772.315758611;Max_linear: 10.0
1697966772.316433392;Max_angular: 10.0
1697966772.317137061;Target_distance: 1.0
1697966784.185052008;right;2.7546;-1.7546;-4.0903;0.2445
1697966784.194868535;right;2.7546;-1.7546;-4.0903;0.2445
1697966784.204817540;right;2.7545;-1.7545;-4.0903;0.2445
1697966784.222480863;right;2.7545;-1.7545;-4.0902;0.2445
1697966784.231891862;right;2.7545;-1.7545;-4.0902;0.2445
1697966784.240702793;right;2.7544;-1.7544;-4.0902;0.2445
1697966784.249644267;right;2.7544;-1.7544;-4.0901;0.2445
1697966784.260530497;right;2.7544;-1.7544;-4.0901;0.2445
1697966784.271762161;right;2.7543;-1.7543;-4.0900;0.2445
1697966784.283018597;right;2.7543;-1.7543;-4.0900;0.2445
1697966784.293268219;right;2.7542;-1.7542;-4.0899;0.2445
1697966784.302710436;right;2.7541;-1.7541;-4.0898;0.2445
1697966784.312640253;right;2.7541;-1.7541;-4.0898;0.2445
1697966784.332259387;right;2.7540;-1.7540;-4.0897;0.2445
1697966784.343111232;right;2.7539;-1.7539;-4.0896;0.2445
1697966784.352816861;right;2.7538;-1.7538;-4.0895;0.2445
1697966784.366664037;right;2.7539;-1.7539;-4.0896;0.2445
1697966784.381904418;right;2.7549;-1.7549;-4.0906;0.2445
1697966784.389965433;right;2.7560;-1.7560;-4.0918;0.2444
1697966784.407730772;right;2.7569;-1.7569;-4.0051;0.2497
1697966784.414916034;right;2.7577;-1.7577;-3.9185;0.2552
1697966784.426368415;right;2.7587;-1.7587;-3.8320;0.2610
1697966784.444729973;right;2.7595;-1.7595;-3.7453;0.2670
1697966784.452506373;right;2.7604;-1.7604;-3.6588;0.2733
1697966784.461593719;right;2.7613;-1.7613;-3.5723;0.2799
1697966784.470259286;right;2.7623;-1.7623;-3.4857;0.2869
1697966784.479771574;right;2.7632;-1.7632;-3.3992;0.2942
1697966784.497775295;right;2.7642;-1.7642;-3.3127;0.3019
1697966784.509705902;right;2.7649;-1.7649;-3.2260;0.3100
1697966784.518622632;right;2.7657;-1.7657;-3.1393;0.3186
1697966784.526532136;right;2.7665;-1.7665;-3.0526;0.3276
1697966784.545491731;right;2.7672;-1.7672;-2.9659;0.3372
1697966784.552754557;right;2.7679;-1.7679;-2.8791;0.3473
1697966784.560156901;right;2.7686;-1.7686;-2.7924;0.3581
1697966784.570419153;right;2.7693;-1.7693;-2.7056;0.3696
1697966784.578489136;right;2.7700;-1.7700;-2.7063;0.3695
1697966784.595801383;right;2.7706;-1.7706;-2.6194;0.3818
1697966784.605863437;right;2.7711;-1.7711;-2.5325;0.3949
1697966784.613337840;right;2.7717;-1.7717;-2.4455;0.4089
1697966784.630740066;right;2.7723;-1.7723;-2.4461;0.4088
1697966784.638316811;right;2.7726;-1.7726;-2.3590;0.4239
1697966784.648187296;right;2.7731;-1.7731;-2.2720;0.4402
1697966784.656218218;right;2.7735;-1.7735;-2.1850;0.4577
1697966784.675559264;right;2.7738;-1.7738;-2.1853;0.4576
1697966784.683549473;right;2.7741;-1.7741;-2.0982;0.4766
1697966784.692300563;right;2.7745;-1.7745;-2.0985;0.4765
1697966784.700990213;right;2.7747;-1.7747;-2.0112;0.4972
1697966784.718417586;right;2.7749;-1.7749;-1.9240;0.5198
1697966784.725209645;right;2.7750;-1.7750;-1.9241;0.5197
1697966784.733419494;right;2.7751;-1.7751;-1.8367;0.5445
1697966784.742426387;right;2.7753;-1.7753;-1.8369;0.5444
1697966784.751354904;right;2.7752;-1.7752;-1.7493;0.5717
1697966784.759862597;right;2.7752;-1.7752;-1.6619;0.6017
1697966784.788899083;right;2.7750;-1.7750;-1.6617;0.6018
1697966784.798695657;right;2.7750;-1.7750;-1.5742;0.6353
1697966784.812437979;right;2.7747;-1.7747;-1.5739;0.6354
1697966784.819691634;right;2.7744;-1.7744;-1.4862;0.6729
1697966784.838009898;right;2.7741;-1.7741;-1.4858;0.6731
1697966784.845136312;right;2.7736;-1.7736;-1.3979;0.7154
1697966784.853514395;right;2.7732;-1.7732;-1.3975;0.7156
1697966784.871105829;right;2.7726;-1.7726;-1.3094;0.7638
1697966784.881274851;right;2.7719;-1.7719;-1.2213;0.8189
1697966784.891649606;right;2.7712;-1.7712;-1.2205;0.8194
1697966784.906791548;right;2.7702;-1.7702;-1.1321;0.8834
1697966784.921825708;right;2.7693;-1.7693;-1.0438;0.9582
1697966784.930485271;right;2.7682;-1.7682;-1.0427;0.9592
1697966784.940214178;right;2.7670;-1.7670;-0.9540;1.0000
1697966784.953373668;right;2.7657;-1.7657;-0.8652;1.0000
1697966784.964275562;right;2.7643;-1.7643;-0.8638;1.0000
1697966784.972643595;right;2.7627;-1.7627;-0.7747;1.0000
1697966784.982404812;right;2.7611;-1.7611;-0.6857;1.0000
1697966784.994516180;right;2.7592;-1.7592;-0.6838;1.0000
1697966785.006673228;right;2.7573;-1.7573;-0.5944;1.0000
1697966785.017908970;right;2.7553;-1.7553;-0.5924;1.0000
1697966785.032690295;right;2.7530;-1.7530;-0.5027;1.0000
1697966785.038197124;right;2.7508;-1.7508;-0.4130;1.0000
1697966785.046910300;right;2.7484;-1.7484;-0.4106;1.0000
