[INFO] [1697969579.416992798] [robot_controller]: k1: 1.0
[INFO] [1697969579.417459885] [robot_controller]: k2: 5.0
[INFO] [1697969579.417914102] [robot_controller]: Max_linear: 10.0
[INFO] [1697969579.418375112] [robot_controller]: Max_angular: 10.0
[INFO] [1697969579.418865927] [robot_controller]: Target_distance: 0.5
[INFO] [1697969589.645540983] [robot_controller]: right;2.9050;-2.4050;-7.3647;0.2000
[INFO] [1697969589.654549410] [robot_controller]: right;2.9050;-2.4050;-7.3647;0.2000
[INFO] [1697969589.663659173] [robot_controller]: right;2.9050;-2.4050;-7.3647;0.2000
[INFO] [1697969589.672784576] [robot_controller]: right;2.9050;-2.4050;-7.3647;0.2000
[INFO] [1697969589.682840034] [robot_controller]: right;2.9050;-2.4050;-7.3647;0.2000
[INFO] [1697969589.693600189] [robot_controller]: right;2.9050;-2.4050;-7.3647;0.2000
[INFO] [1697969589.703936257] [robot_controller]: right;2.9051;-2.4051;-7.3647;0.2000
[INFO] [1697969589.720723103] [robot_controller]: right;2.9051;-2.4051;-7.3647;0.2000
[INFO] [1697969589.730377468] [robot_controller]: right;2.9051;-2.4051;-7.3647;0.2000
[INFO] [1697969589.746102851] [robot_controller]: right;2.9051;-2.4051;-7.3648;0.2000
[INFO] [1697969589.756854675] [robot_controller]: right;2.9051;-2.4051;-7.3648;0.2000
[INFO] [1697969589.767089585] [robot_controller]: right;2.9051;-2.4051;-7.3648;0.2000
[INFO] [1697969589.780658158] [robot_controller]: right;2.9051;-2.4051;-7.3647;0.2000
[INFO] [1697969589.790902610] [robot_controller]: right;2.9050;-2.4050;-7.3647;0.2000
[INFO] [1697969589.800295865] [robot_controller]: right;2.9050;-2.4050;-7.3647;0.2000
[INFO] [1697969589.817406653] [robot_controller]: right;2.9049;-2.4049;-7.3646;0.2000
[INFO] [1697969589.831834263] [robot_controller]: right;2.9049;-2.4049;-7.3646;0.2000
[INFO] [1697969589.846806381] [robot_controller]: right;2.9053;-2.4053;-7.1900;0.2000
[INFO] [1697969589.856123798] [robot_controller]: right;2.9060;-2.4060;-7.1033;0.2000
[INFO] [1697969589.880181861] [robot_controller]: right;2.9071;-2.4071;-7.0169;0.2000
[INFO] [1697969589.889034000] [robot_controller]: right;2.9079;-2.4079;-6.8428;0.2000
[INFO] [1697969589.898287039] [robot_controller]: right;2.9089;-2.4089;-6.7563;0.2000
[INFO] [1697969589.909422652] [robot_controller]: right;2.9097;-2.4097;-6.5822;0.2000
[INFO] [1697969589.927362982] [robot_controller]: right;2.9108;-2.4108;-6.4083;0.2000
