1697966080.996559970;k1: 1.0
1697966080.997052309;k2: 5.0
1697966080.997491329;Max_linear: 10.0
1697966080.997983120;Max_angular: 10.0
1697966080.998498267;Target_distance: 1.0
time;side;closest_point_dist;relative_dist;angular_vel;linear_vel
1697966110.767832012;right;1.5445;-0.5445;-0.0813;1.0000
1697966110.789497237;right;1.5436;-0.5436;-0.0804;1.0000
1697966110.803248809;right;1.5426;-0.5426;-0.0795;1.0000
1697966110.813124399;right;1.5417;-0.5417;-0.0786;1.0000
1697966110.818801377;right;1.5408;-0.5408;-0.0776;1.0000
1697966110.833023360;right;1.5399;-0.5399;-0.0767;1.0000
1697966110.847716864;right;1.5389;-0.5389;-0.0758;1.0000
1697966110.860969041;right;1.5380;-0.5380;-0.0748;1.0000
1697966110.867340554;right;1.5371;-0.5371;-0.0739;1.0000
1697966110.876499847;right;1.5361;-0.5361;-0.0730;1.0000
1697966110.881999155;right;1.5352;-0.5352;-0.0720;1.0000
1697966110.889504381;right;1.5342;-0.5342;-0.0710;1.0000
1697966110.911105454;right;1.5333;-0.5333;-0.0701;1.0000
1697966110.913374313;right;1.5323;-0.5323;-0.0691;1.0000
1697966110.934142870;right;1.5313;-0.5313;-0.0682;1.0000
1697966110.937954783;right;1.5304;-0.5304;-0.0672;1.0000
1697966110.943736818;right;1.5294;-0.5294;-0.0662;1.0000
1697966110.950485965;right;1.5284;-0.5284;-0.0652;1.0000
1697966110.960800802;right;1.5274;-0.5274;-0.0642;1.0000
1697966110.981228016;right;1.5264;-0.5264;-0.0633;1.0000
1697966110.991053114;right;1.5254;-0.5254;-0.0623;1.0000
1697966110.994704915;right;1.5244;-0.5244;-0.0613;1.0000
1697966111.004090775;right;1.5234;-0.5234;-0.0603;1.0000
1697966111.014184963;right;1.5224;-0.5224;0.0282;1.0000
1697966111.025823405;right;1.5214;-0.5214;0.0292;1.0000
1697966111.043902933;right;1.5204;-0.5204;0.0302;1.0000
1697966111.053530220;right;1.5194;-0.5194;0.0312;1.0000
1697966111.064787951;right;1.5184;-0.5184;0.0323;1.0000
1697966111.073885338;right;1.5174;-0.5174;0.0333;1.0000
1697966111.091715115;right;1.5163;-0.5163;0.0343;1.0000
1697966111.105439018;right;1.5153;-0.5153;0.0353;1.0000
1697966111.117873325;right;1.5143;-0.5143;0.0364;1.0000
1697966111.127926040;right;1.5133;-0.5133;0.0374;1.0000
1697966111.135913761;right;1.5122;-0.5122;-0.0491;1.0000
1697966111.144551387;right;1.5112;-0.5112;-0.0480;1.0000
1697966111.157063306;right;1.5102;-0.5102;0.0405;1.0000
1697966111.166536585;right;1.5091;-0.5091;0.0415;1.0000
1697966111.178371354;right;1.5081;-0.5081;0.0426;1.0000
1697966111.186482559;right;1.5070;-0.5070;0.0436;1.0000
1697966111.195069305;right;1.5060;-0.5060;0.0446;1.0000
1697966111.207744253;right;1.5050;-0.5050;-0.0418;1.0000
1697966111.216881052;right;1.5039;-0.5039;-0.0407;1.0000
1697966111.233992132;right;1.5029;-0.5029;-0.0397;1.0000
1697966111.242548839;right;1.5019;-0.5019;0.0488;1.0000
1697966111.252422021;right;1.5008;-0.5008;0.0498;1.0000
1697966111.261069515;right;1.4998;-0.4998;0.0509;1.0000
1697966111.271790454;right;1.4987;-0.4987;0.0519;1.0000
1697966111.283885020;right;1.4977;-0.4977;0.0530;1.0000
1697966111.288600676;right;1.4966;-0.4966;-0.0335;1.0000
1697966111.305492774;right;1.4956;-0.4956;-0.0324;1.0000
1697966111.317782638;right;1.4946;-0.4946;-0.0314;1.0000
1697966111.327355297;right;1.4935;-0.4935;0.0571;1.0000
1697966111.337636536;right;1.4925;-0.4925;0.0581;1.0000
1697966111.349502595;right;1.4915;-0.4915;0.0592;1.0000
1697966111.361247376;right;1.4904;-0.4904;-0.0272;1.0000
1697966111.394515039;right;1.4874;-0.4874;0.0632;1.0000
1697966111.402376727;right;1.4864;-0.4864;0.0643;1.0000
1697966111.411044753;right;1.4853;-0.4853;0.0653;1.0000
1697966111.418575176;right;1.4843;-0.4843;-0.0211;1.0000
1697966111.435352290;right;1.4833;-0.4833;-0.0201;1.0000
1697966111.442583436;right;1.4822;-0.4822;-0.0191;1.0000
1697966111.459255565;right;1.4812;-0.4812;0.0694;1.0000
1697966111.466256386;right;1.4802;-0.4802;0.0705;1.0000
1697966111.473976591;right;1.4791;-0.4791;-0.0160;1.0000
1697966111.481853421;right;1.4781;-0.4781;-0.0149;1.0000
1697966111.493387291;right;1.4771;-0.4771;-0.0139;1.0000
1697966111.508708947;right;1.4760;-0.4760;0.0746;1.0000
1697966111.521533532;right;1.4750;-0.4750;0.0756;1.0000
1697966111.524078411;right;1.4740;-0.4740;-0.0108;1.0000
1697966111.533718155;right;1.4728;-0.4728;0.5152;1.0000
1697966111.544292292;right;1.4708;-0.4708;0.5172;1.0000
1697966111.559425298;right;1.4688;-0.4688;0.5191;1.0000
1697966111.575108500;right;1.4668;-0.4668;0.5211;1.0000
1697966111.583746184;right;1.4648;-0.4648;0.5231;1.0000
1697966111.589014065;right;1.4628;-0.4628;0.5251;1.0000
1697966111.597196753;right;1.4609;-0.4609;0.5271;1.0000
1697966111.608727520;right;1.4589;-0.4589;0.5291;1.0000
1697966111.617816810;right;1.4570;-0.4570;0.5310;1.0000
1697966111.626449963;right;1.4551;-0.4551;0.4454;1.0000
1697966111.642567903;right;1.4532;-0.4532;0.4473;1.0000
1697966111.651196221;right;1.4513;-0.4513;0.4492;1.0000
1697966111.666220942;right;1.4495;-0.4495;0.4510;1.0000
1697966111.672381490;right;1.4475;-0.4475;0.4530;1.0000
1697966111.684752379;right;1.4459;-0.4459;0.4546;1.0000
1697966111.692196026;right;1.4441;-0.4441;0.4564;1.0000
1697966111.715814930;right;1.4422;-0.4422;0.4583;1.0000
1697966111.728344245;right;1.4403;-0.4403;0.3727;1.0000
1697966111.741097425;right;1.4388;-0.4388;0.3743;1.0000
1697966111.748851898;right;1.4371;-0.4371;0.3760;1.0000
1697966111.762907814;right;1.4352;-0.4352;0.3778;1.0000
1697966111.767807575;right;1.4337;-0.4337;0.3793;1.0000
1697966111.781759980;right;1.4321;-0.4321;0.3809;1.0000
1697966111.796733121;right;1.4305;-0.4305;0.3825;1.0000
1697966111.817612757;right;1.4289;-0.4289;0.3841;1.0000
1697966111.823434067;right;1.4273;-0.4273;0.3857;1.0000
1697966111.831107960;right;1.4258;-0.4258;0.2998;1.0000
1697966111.843941916;right;1.4242;-0.4242;0.3013;1.0000
1697966111.850715993;right;1.4227;-0.4227;0.3029;1.0000
1697966111.873481326;right;1.4212;-0.4212;0.3044;1.0000
1697966111.889108864;right;1.4197;-0.4197;0.3059;1.0000
1697966111.894010900;right;1.4182;-0.4182;0.3074;1.0000
1697966111.905305914;right;1.4167;-0.4167;0.3089;1.0000
1697966111.914202889;right;1.4153;-0.4153;0.3103;1.0000
1697966111.929631115;right;1.4138;-0.4138;0.3117;1.0000
1697966111.938958322;right;1.4124;-0.4124;0.3132;1.0000
1697966111.950601374;right;1.4110;-0.4110;0.3145;1.0000
1697966111.959028247;right;1.4096;-0.4096;0.3159;1.0000
1697966111.964539609;right;1.4083;-0.4083;0.2299;1.0000
1697966111.977647957;right;1.4069;-0.4069;0.2312;1.0000
1697966111.983981659;right;1.4055;-0.4055;0.2326;1.0000
1697966112.000632774;right;1.4042;-0.4042;0.2339;1.0000
1697966112.010810384;right;1.4028;-0.4028;0.2353;1.0000
1697966112.030733559;right;1.4015;-0.4015;0.2366;1.0000
1697966112.035672919;right;1.4002;-0.4002;0.2379;1.0000
1697966112.049803416;right;1.3989;-0.3989;0.2392;1.0000
1697966112.063619778;right;1.3976;-0.3976;0.2405;1.0000
1697966112.082310689;right;1.3963;-0.3963;0.2418;1.0000
1697966112.091654368;right;1.3951;-0.3951;0.2430;1.0000
1697966112.097320855;right;1.3938;-0.3938;0.2443;1.0000
1697966112.106659585;right;1.3925;-0.3925;0.2456;1.0000
1697966112.116504857;right;1.3912;-0.3912;0.2469;1.0000
1697966112.136059667;right;1.3900;-0.3900;0.2481;1.0000
1697966112.146004853;right;1.3888;-0.3888;0.1618;1.0000
1697966112.153796654;right;1.3877;-0.3877;0.1629;1.0000
1697966112.163031822;right;1.3865;-0.3865;0.1641;1.0000
1697966112.173079703;right;1.3854;-0.3854;0.1653;1.0000
1697966112.187991345;right;1.3842;-0.3842;0.1665;1.0000
1697966112.210141304;right;1.3830;-0.3830;0.1676;1.0000
1697966112.220051066;right;1.3818;-0.3818;0.1688;1.0000
1697966112.232500795;right;1.3807;-0.3807;0.1699;1.0000
1697966112.251105955;right;1.3796;-0.3796;0.1711;1.0000
1697966112.258937098;right;1.3784;-0.3784;0.1722;1.0000
1697966112.265438207;right;1.3773;-0.3773;0.1733;1.0000
1697966112.279817610;right;1.3762;-0.3762;0.1745;1.0000
1697966112.286059161;right;1.3751;-0.3751;0.1756;1.0000
1697966112.305473632;right;1.3740;-0.3740;0.1767;1.0000
1697966112.323837328;right;1.3729;-0.3729;0.1778;1.0000
1697966112.330008356;right;1.3718;-0.3718;0.1788;1.0000
1697966112.339265835;right;1.3707;-0.3707;0.1799;1.0000
1697966112.351814828;right;1.3697;-0.3697;0.1810;1.0000
1697966112.362105024;right;1.3686;-0.3686;0.1820;1.0000
1697966112.383461734;right;1.3676;-0.3676;0.1831;1.0000
1697966112.394167937;right;1.3665;-0.3665;0.1841;1.0000
1697966112.404617250;right;1.3655;-0.3655;0.0977;1.0000
1697966112.411440719;right;1.3644;-0.3644;0.0987;1.0000
1697966112.420281651;right;1.3634;-0.3634;0.0998;1.0000
1697966112.436806615;right;1.3624;-0.3624;0.1008;1.0000
1697966112.450968356;right;1.3614;-0.3614;0.1018;1.0000
1697966112.461277709;right;1.3604;-0.3604;0.1028;1.0000
1697966112.472651010;right;1.3594;-0.3594;0.1038;1.0000
1697966112.480568098;right;1.3584;-0.3584;0.1048;1.0000
1697966112.498073082;right;1.3574;-0.3574;0.1058;1.0000
1697966112.511989756;right;1.3564;-0.3564;0.1068;1.0000
1697966112.521730999;right;1.3554;-0.3554;0.1078;1.0000
1697966112.531551734;right;1.3544;-0.3544;0.1088;1.0000
1697966112.537641380;right;1.3534;-0.3534;0.1098;1.0000
1697966112.545565849;right;1.3524;-0.3524;0.1107;1.0000
1697966112.552766313;right;1.3515;-0.3515;0.1117;1.0000
1697966112.568958171;right;1.3505;-0.3505;0.1127;1.0000
1697966112.577484536;right;1.3495;-0.3495;0.1136;1.0000
1697966112.591802637;right;1.3486;-0.3486;0.1146;1.0000
1697966112.599732565;right;1.3476;-0.3476;0.1155;1.0000
1697966112.613408200;right;1.3467;-0.3467;0.1165;1.0000
1697966112.622210911;right;1.3457;-0.3457;0.1175;1.0000
1697966112.645356228;right;1.3447;-0.3447;0.1185;1.0000
1697966112.652019812;right;1.3438;-0.3438;0.1194;1.0000
1697966112.665860608;right;1.3428;-0.3428;0.1204;1.0000
1697966112.673836166;right;1.3417;-0.3417;0.1214;1.0000
1697966112.679777306;right;1.3409;-0.3409;0.1223;1.0000
1697966112.693448575;right;1.3401;-0.3401;0.0356;1.0000
1697966112.717880548;right;1.3392;-0.3392;0.0365;1.0000
1697966112.721585198;right;1.3385;-0.3385;0.0372;1.0000
1697966112.725840153;right;1.3378;-0.3378;-0.0496;1.0000
1697966112.737183405;right;1.3369;-0.3369;-0.0486;1.0000
1697966112.745672479;right;1.3369;-0.3369;-0.1362;1.0000
1697966112.763233221;right;1.3360;-0.3360;-0.1352;1.0000
1697966112.781656468;right;1.3357;-0.3357;-0.1349;1.0000
1697966112.792041177;right;1.3357;-0.3357;-0.2224;1.0000
1697966112.805030241;right;1.3348;-0.3348;-0.2215;1.0000
1697966112.811040136;right;1.3351;-0.3351;-0.2218;1.0000
1697966112.835510820;right;1.3350;-0.3350;-0.3092;1.0000
1697966112.844295939;right;1.3342;-0.3342;-0.3083;1.0000
1697966112.853473536;right;1.3347;-0.3347;-0.3088;1.0000
1697966112.861557706;right;1.3350;-0.3350;-0.3966;1.0000
1697966112.872642828;right;1.3342;-0.3342;-0.3958;1.0000
1697966112.880109644;right;1.3346;-0.3346;-0.3962;1.0000
1697966112.890946441;right;1.3355;-0.3355;-0.3971;1.0000
1697966112.907329898;right;1.3350;-0.3350;-0.4841;1.0000
1697966112.916062827;right;1.3349;-0.3349;-0.4840;1.0000
1697966112.924650330;right;1.3357;-0.3357;-0.4848;1.0000
1697966112.936323384;right;1.3365;-0.3365;-0.4856;1.0000
1697966112.944037322;right;1.3360;-0.3360;-0.5725;1.0000
1697966112.963166709;right;1.3365;-0.3365;-0.5730;1.0000
1697966112.977313119;right;1.3373;-0.3373;-0.5738;1.0000
1697966112.984019514;right;1.3380;-0.3380;-0.5746;1.0000
1697966112.996648641;right;1.3380;-0.3380;-0.6620;1.0000
1697966113.003080266;right;1.3386;-0.3386;-0.6626;1.0000
1697966113.010872575;right;1.3394;-0.3394;-0.6634;1.0000
1697966113.030640973;right;1.3401;-0.3401;-0.6641;1.0000
1697966113.043406419;right;1.3409;-0.3409;-0.6649;1.0000
1697966113.053331111;right;1.3414;-0.3414;-0.7528;1.0000
1697966113.058763890;right;1.3422;-0.3422;-0.7536;1.0000
1697966113.065170982;right;1.3429;-0.3429;-0.7544;1.0000
1697966113.075699713;right;1.3436;-0.3436;-0.6676;1.0000
1697966113.091941005;right;1.3443;-0.3443;-0.6683;1.0000
1697966113.102245601;right;1.3449;-0.3449;-0.6689;1.0000
1697966113.111837689;right;1.3455;-0.3455;-0.6695;1.0000
1697966113.121509970;right;1.3461;-0.3461;-0.6701;1.0000
1697966113.131068393;right;1.3466;-0.3466;-0.5832;1.0000
1697966113.139725166;right;1.3471;-0.3471;-0.5836;1.0000
1697966113.149020432;right;1.3475;-0.3475;-0.5841;1.0000
1697966113.168531767;right;1.3480;-0.3480;-0.5845;1.0000
1697966113.177106053;right;1.3484;-0.3484;-0.5850;1.0000
1697966113.191780026;right;1.3488;-0.3488;-0.4979;1.0000
1697966113.200148180;right;1.3491;-0.3491;-0.4982;1.0000
1697966113.213845546;right;1.3493;-0.3493;-0.4109;1.0000
1697966113.220982192;right;1.3494;-0.3494;-0.4110;1.0000
1697966113.244118622;right;1.3496;-0.3496;-0.4112;1.0000
1697966113.261522296;right;1.3497;-0.3497;-0.4113;1.0000
1697966113.266356397;right;1.3498;-0.3498;-0.4114;1.0000
1697966113.270107209;right;1.3499;-0.3499;-0.4115;1.0000
1697966113.276002660;right;1.3500;-0.3500;-0.4116;1.0000
1697966113.297715843;right;1.3501;-0.3501;-0.4117;1.0000
1697966113.303555287;right;1.3501;-0.3501;-0.3242;1.0000
1697966113.315015334;right;1.3500;-0.3500;-0.3242;1.0000
1697966113.325938794;right;1.3500;-0.3500;-0.3242;1.0000
1697966113.333045855;right;1.3500;-0.3500;-0.3241;1.0000
1697966113.343960568;right;1.3499;-0.3499;-0.3241;1.0000
1697966113.351904778;right;1.3499;-0.3499;-0.3240;1.0000
1697966113.371338947;right;1.3498;-0.3498;-0.3239;1.0000
1697966113.389695284;right;1.3497;-0.3497;-0.3238;1.0000
1697966113.395656641;right;1.3496;-0.3496;-0.3237;1.0000
1697966113.403538341;right;1.3494;-0.3494;-0.2361;1.0000
1697966113.410823811;right;1.3492;-0.3492;-0.2359;1.0000
1697966113.429335712;right;1.3491;-0.3491;-0.2358;1.0000
1697966113.440946275;right;1.3489;-0.3489;-0.2356;1.0000
1697966113.460420782;right;1.3487;-0.3487;-0.2354;1.0000
1697966113.465522643;right;1.3484;-0.3484;-0.2351;1.0000
1697966113.473502714;right;1.3482;-0.3482;-0.2349;1.0000
1697966113.493440103;right;1.3480;-0.3480;-0.2347;1.0000
1697966113.500670740;right;1.3477;-0.3477;-0.2344;1.0000
1697966113.519445444;right;1.3475;-0.3475;-0.2341;1.0000
1697966113.523087491;right;1.3472;-0.3472;-0.2339;1.0000
1697966113.530288662;right;1.3469;-0.3469;-0.2336;1.0000
1697966113.536927585;right;1.3466;-0.3466;-0.2333;1.0000
1697966113.568240596;right;1.3463;-0.3463;-0.1455;1.0000
1697966113.575845942;right;1.3460;-0.3460;-0.1452;1.0000
1697966113.580632882;right;1.3456;-0.3456;-0.1448;1.0000
1697966113.588637585;right;1.3453;-0.3453;-0.1445;1.0000
1697966113.594700847;right;1.3449;-0.3449;-0.1441;1.0000
1697966113.613854289;right;1.3445;-0.3445;-0.1437;1.0000
1697966113.621767878;right;1.3441;-0.3441;-0.1434;1.0000
1697966113.636791862;right;1.3437;-0.3437;-0.1430;1.0000
1697966113.646728450;right;1.3433;-0.3433;-0.1426;1.0000
1697966113.653370115;right;1.3429;-0.3429;-0.1422;1.0000
1697966113.666447714;right;1.3425;-0.3425;-0.1417;1.0000
1697966113.686002482;right;1.3421;-0.3421;-0.1413;1.0000
1697966113.695213297;right;1.3417;-0.3417;-0.1409;1.0000
1697966113.708882546;right;1.3412;-0.3412;-0.1405;1.0000
1697966113.714201936;right;1.3408;-0.3408;-0.1400;1.0000
1697966113.725307076;right;1.3404;-0.3404;-0.1396;1.0000
1697966113.746014572;right;1.3399;-0.3399;-0.1391;1.0000
1697966113.760698464;right;1.3394;-0.3394;-0.1387;1.0000
1697966113.773111188;right;1.3390;-0.3390;-0.1382;1.0000
1697966113.777516451;right;1.3385;-0.3385;-0.0502;1.0000
1697966113.787239493;right;1.3380;-0.3380;-0.0497;1.0000
1697966113.799667052;right;1.3375;-0.3375;-0.0492;1.0000
1697966113.810016084;right;1.3370;-0.3370;-0.0487;1.0000
1697966113.820205503;right;1.3364;-0.3364;-0.0482;1.0000
1697966113.833664311;right;1.3360;-0.3360;-0.0477;1.0000
1697966113.840802285;right;1.3355;-0.3355;-0.0472;1.0000
1697966113.849157015;right;1.3349;-0.3349;-0.0467;1.0000
1697966113.868136379;right;1.3344;-0.3344;-0.0462;1.0000
1697966113.879295673;right;1.3339;-0.3339;-0.0457;1.0000
1697966113.891185840;right;1.3334;-0.3334;-0.0451;1.0000
1697966113.901497650;right;1.3328;-0.3328;-0.0446;1.0000
1697966113.908452868;right;1.3323;-0.3323;-0.0441;1.0000
1697966113.920113637;right;1.3318;-0.3318;-0.0435;1.0000
1697966113.934031268;right;1.3312;-0.3312;-0.0430;1.0000
1697966113.947189575;right;1.3307;-0.3307;-0.0425;1.0000
1697966113.956253190;right;1.3302;-0.3302;-0.0419;1.0000
1697966113.962271607;right;1.3296;-0.3296;-0.0414;1.0000
1697966113.970443847;right;1.3291;-0.3291;-0.0408;1.0000
1697966113.980591082;right;1.3285;-0.3285;-0.0403;1.0000
1697966113.997594586;right;1.3279;-0.3279;-0.0397;1.0000
1697966114.015487804;right;1.3274;-0.3274;-0.0391;1.0000
1697966114.026054435;right;1.3268;-0.3268;-0.0386;1.0000
1697966114.034335188;right;1.3262;-0.3262;-0.0380;1.0000
1697966114.054406430;right;1.3256;-0.3256;-0.0373;1.0000
1697966114.068498442;right;1.3250;-0.3250;-0.0367;1.0000
1697966114.077437772;right;1.3244;-0.3244;-0.0361;1.0000
1697966114.088038087;right;1.3238;-0.3238;-0.0355;1.0000
1697966114.093432417;right;1.3231;-0.3231;-0.0349;1.0000
1697966114.103325693;right;1.3225;-0.3225;-0.0343;1.0000
1697966114.109704421;right;1.3219;-0.3219;-0.0337;1.0000
1697966114.130888719;right;1.3213;-0.3213;-0.0330;1.0000
1697966114.141955890;right;1.3206;-0.3206;-0.0324;1.0000
1697966114.152107791;right;1.3200;-0.3200;-0.0318;1.0000
1697966114.162016394;right;1.3194;-0.3194;-0.0312;1.0000
1697966114.169358286;right;1.3188;-0.3188;-0.0305;1.0000
1697966114.180377498;right;1.3182;-0.3182;-0.0299;1.0000
1697966114.192295064;right;1.3175;-0.3175;-0.0293;1.0000
1697966114.211074676;right;1.3169;-0.3169;-0.0287;1.0000
1697966114.221083088;right;1.3163;-0.3163;-0.0280;1.0000
1697966114.233247243;right;1.3156;-0.3156;-0.0274;1.0000
1697966114.245426672;right;1.3150;-0.3150;-0.0267;1.0000
1697966114.258008445;right;1.3143;-0.3143;-0.0261;1.0000
1697966114.269988374;right;1.3137;-0.3137;-0.0255;1.0000
1697966114.278123634;right;1.3131;-0.3131;-0.0248;1.0000
1697966114.287470395;right;1.3124;-0.3124;-0.0242;1.0000
1697966114.299421365;right;1.3118;-0.3118;-0.0235;1.0000
1697966114.314379626;right;1.3111;-0.3111;-0.0229;1.0000
1697966114.337966396;right;1.3105;-0.3105;-0.0222;1.0000
1697966114.340278018;right;1.3098;-0.3098;-0.0216;1.0000
1697966114.347890200;right;1.3092;-0.3092;-0.0209;1.0000
1697966114.357516127;right;1.3085;-0.3085;-0.0203;1.0000
1697966114.365474244;right;1.3078;-0.3078;-0.0196;1.0000
1697966114.375421562;right;1.3072;-0.3072;-0.0190;1.0000
1697966114.392677933;right;1.3065;-0.3065;-0.0183;1.0000
1697966114.407649139;right;1.3059;-0.3059;-0.0177;1.0000
1697966114.415266568;right;1.3053;-0.3053;-0.0170;1.0000
1697966114.422734460;right;1.3046;-0.3046;-0.0164;1.0000
1697966114.436206378;right;1.3040;-0.3040;-0.0158;1.0000
1697966114.451840146;right;1.3034;-0.3034;-0.0151;1.0000
1697966114.465591942;right;1.3028;-0.3028;-0.0145;1.0000
1697966114.474728434;right;1.3021;-0.3021;-0.0139;1.0000
1697966114.482926082;right;1.3015;-0.3015;-0.0133;1.0000
1697966114.494205649;right;1.3009;-0.3009;-0.0126;1.0000
1697966114.505319348;right;1.3002;-0.3002;-0.0120;1.0000
1697966114.525423813;right;1.2996;-0.2996;-0.0114;1.0000
1697966114.531744792;right;1.2990;-0.2990;-0.0107;1.0000
1697966114.538282027;right;1.2983;-0.2983;-0.0101;1.0000
1697966114.546074310;right;1.2977;-0.2977;-0.0094;1.0000
1697966114.560314717;right;1.2970;-0.2970;-0.0088;1.0000
1697966114.573533506;right;1.2964;-0.2964;-0.0082;1.0000
1697966114.583716270;right;1.2958;-0.2958;-0.0075;1.0000
1697966114.595601554;right;1.2951;-0.2951;-0.0069;1.0000
1697966114.604475435;right;1.2944;-0.2944;-0.0062;1.0000
1697966114.616922880;right;1.2938;-0.2938;-0.0055;1.0000
1697966114.623936933;right;1.2931;-0.2931;-0.0048;1.0000
1697966114.632488908;right;1.2924;-0.2924;-0.0041;1.0000
1697966114.650834897;right;1.2917;-0.2917;-0.0034;1.0000
1697966114.663165341;right;1.2909;-0.2909;-0.0026;1.0000
1697966114.670555471;right;1.2902;-0.2902;-0.0020;1.0000
1697966114.676629055;right;1.2895;-0.2895;-0.0013;1.0000
1697966114.688282741;right;1.2888;-0.2888;-0.0006;1.0000
1697966114.695763574;right;1.2881;-0.2881;0.0001;1.0000
1697966114.707890695;right;1.2875;-0.2875;0.0008;1.0000
1697966114.721709941;right;1.2868;-0.2868;0.0890;1.0000
1697966114.738806210;right;1.2861;-0.2861;0.0022;1.0000
1697966114.750003625;right;1.2854;-0.2854;0.0029;1.0000
1697966114.757735961;right;1.2847;-0.2847;0.0036;1.0000
1697966114.765649482;right;1.2840;-0.2840;0.0043;1.0000
1697966114.779905401;right;1.2833;-0.2833;0.0049;1.0000
1697966114.796894934;right;1.2826;-0.2826;0.0056;1.0000
1697966114.802611491;right;1.2819;-0.2819;0.0063;1.0000
1697966114.811058431;right;1.2812;-0.2812;0.0070;1.0000
1697966114.822129560;right;1.2805;-0.2805;0.0077;1.0000
1697966114.838891911;right;1.2798;-0.2798;0.0084;1.0000
1697966114.851070630;right;1.2791;-0.2791;0.0091;1.0000
1697966114.861923901;right;1.2784;-0.2784;0.0098;1.0000
1697966114.869082677;right;1.2777;-0.2777;0.0105;1.0000
1697966114.879476208;right;1.2770;-0.2770;0.0112;1.0000
1697966114.898786837;right;1.2764;-0.2764;0.0119;1.0000
1697966114.918623607;right;1.2757;-0.2757;0.0126;1.0000
1697966114.929780044;right;1.2750;-0.2750;0.0133;1.0000
1697966114.936157488;right;1.2743;-0.2743;0.0140;1.0000
1697966114.951147890;right;1.2736;-0.2736;0.0147;1.0000
1697966114.957420255;right;1.2733;-0.2733;-0.0725;1.0000
1697966114.979307530;right;1.2726;-0.2726;-0.0718;1.0000
1697966114.987872922;right;1.2719;-0.2719;-0.0711;1.0000
1697966114.994866159;right;1.2720;-0.2720;-0.1587;1.0000
1697966115.002245118;right;1.2714;-0.2714;-0.1581;1.0000
1697966115.012467733;right;1.2720;-0.2720;-0.2461;1.0000
1697966115.030940269;right;1.2714;-0.2714;-0.2455;1.0000
1697966115.039524574;right;1.2708;-0.2708;-0.2449;1.0000
1697966115.048513239;right;1.2719;-0.2719;-0.3335;1.0000
1697966115.059912318;right;1.2713;-0.2713;-0.3329;1.0000
1697966115.067427246;right;1.2711;-0.2711;-0.3327;1.0000
1697966115.087774581;right;1.2724;-0.2724;-0.4215;1.0000
1697966115.094523620;right;1.2718;-0.2718;-0.4209;1.0000
1697966115.104880954;right;1.2720;-0.2720;-0.4211;1.0000
1697966115.114985502;right;1.2735;-0.2735;-0.5101;1.0000
1697966115.122251801;right;1.2731;-0.2731;-0.5096;1.0000
1697966115.133716813;right;1.2726;-0.2726;-0.5092;1.0000
1697966115.139181646;right;1.2752;-0.2752;-0.5118;1.0000
1697966115.164198543;right;1.2751;-0.2751;-0.5991;1.0000
1697966115.167592237;right;1.2746;-0.2746;-0.5986;1.0000
1697966115.179423832;right;1.2763;-0.2763;-0.6003;1.0000
1697966115.189020597;right;1.2779;-0.2779;-0.6893;1.0000
1697966115.195408118;right;1.2776;-0.2776;-0.6890;1.0000
1697966115.207724905;right;1.2773;-0.2773;-0.6888;1.0000
1697966115.223076216;right;1.2795;-0.2795;-0.6910;1.0000
1697966115.233384022;right;1.2815;-0.2815;-0.7804;1.0000
1697966115.240831648;right;1.2813;-0.2813;-0.7802;1.0000
1697966115.247773949;right;1.2811;-0.2811;-0.7801;1.0000
1697966115.260120511;right;1.2827;-0.2827;-0.7817;1.0000
1697966115.267701426;right;1.2848;-0.2848;-0.7837;1.0000
1697966115.286556392;right;1.2863;-0.2863;-0.8727;1.0000
1697966115.299254406;right;1.2863;-0.2863;-0.8727;1.0000
1697966115.307232579;right;1.2864;-0.2864;-0.8728;1.0000
1697966115.320686760;right;1.2881;-0.2881;-0.8746;1.0000
1697966115.327835898;right;1.2901;-0.2901;-0.8765;1.0000
1697966115.362602649;right;1.2922;-0.2922;-0.8786;1.0000
1697966115.370031730;right;1.2931;-0.2931;-0.9670;1.0000
1697966115.375034731;right;1.2932;-0.2932;-0.9671;1.0000
1697966115.380079506;right;1.2941;-0.2941;-0.9680;1.0000
1697966115.385087747;right;1.2960;-0.2960;-0.9699;1.0000
1697966115.394777170;right;1.2978;-0.2978;-0.9717;1.0000
1697966115.407711643;right;1.2998;-0.2998;-0.9737;1.0000
1697966115.417089016;right;1.3016;-0.3016;-0.9755;1.0000
1697966115.428976163;right;1.3021;-0.3021;-1.0635;0.9404
1697966115.440280122;right;1.3026;-0.3026;-1.0640;0.9400
1697966115.453678390;right;1.3050;-0.3050;-1.0663;0.9379
1697966115.463677000;right;1.3068;-0.3068;-1.1556;0.8654
1697966115.482299423;right;1.3079;-0.3079;-1.1567;0.8646
1697966115.489697614;right;1.3101;-0.3101;-1.1589;0.8629
1697966115.498030862;right;1.3113;-0.3113;-1.2476;0.8016
1697966115.506097731;right;1.3130;-0.3130;-1.2492;0.8006
1697966115.518613610;right;1.3151;-0.3151;-1.2513;0.7992
1697966115.531709616;right;1.3171;-0.3171;-1.2534;0.7979
1697966115.549739346;right;1.3180;-0.3180;-1.3418;0.7453
1697966115.561482595;right;1.3200;-0.3200;-1.3437;0.7443
1697966115.571778506;right;1.3219;-0.3219;-1.3456;0.7432
1697966115.578590318;right;1.3232;-0.3232;-1.4344;0.6972
