1697966408.198654875;k1: 1.0
1697966408.199840104;k2: 5.0
1697966408.200762381;Max_linear: 10.0
1697966408.201576518;Max_angular: 10.0
1697966408.202515232;Target_distance: 1.0
time;side;closest_point_dist;relative_dist;angular_vel;linear_vel
1697966414.383561210;right;2.3743;-1.3743;-0.2989;1.0000
1697966414.404509543;right;2.3722;-1.3722;-0.2968;1.0000
1697966414.414568540;right;2.3702;-1.3702;-0.2947;1.0000
1697966414.424933090;right;2.3681;-1.3681;-0.2926;1.0000
1697966414.444200190;right;2.3655;-1.3655;-0.2901;1.0000
1697966414.452860785;right;2.3636;-1.3636;-0.2882;1.0000
1697966414.464086000;right;2.3615;-1.3615;-0.2861;1.0000
1697966414.475002564;right;2.3593;-1.3593;-0.2839;1.0000
1697966414.484371111;right;2.3572;-1.3572;-0.2818;1.0000
1697966414.495730589;right;2.3550;-1.3550;-0.1921;1.0000
1697966414.506082769;right;2.3527;-1.3527;-0.1898;1.0000
1697966414.515560041;right;2.3505;-1.3505;-0.1876;1.0000
1697966414.529710551;right;2.3482;-1.3482;-0.1853;1.0000
1697966414.538906083;right;2.3460;-1.3460;-0.1831;1.0000
1697966414.548259361;right;2.3437;-1.3437;-0.1808;1.0000
1697966414.560496975;right;2.3414;-1.3414;-0.1785;1.0000
1697966414.569256450;right;2.3391;-1.3391;-0.1762;1.0000
1697966414.579154849;right;2.3368;-1.3368;-0.1740;1.0000
1697966414.593184988;right;2.3346;-1.3346;-0.1717;1.0000
1697966414.602193471;right;2.3322;-1.3322;-0.1694;1.0000
1697966414.611526206;right;2.3299;-1.3299;-0.1670;1.0000
1697966414.625372418;right;2.3274;-1.3274;-0.1645;1.0000
1697966414.633210449;right;2.3253;-1.3253;-0.0749;1.0000
1697966414.642025215;right;2.3229;-1.3229;-0.0726;1.0000
1697966414.659069766;right;2.3205;-1.3205;-0.0702;1.0000
1697966414.666518625;right;2.3182;-1.3182;-0.0678;1.0000
1697966414.675406394;right;2.3158;-1.3158;-0.0654;1.0000
1697966414.685570141;right;2.3134;-1.3134;-0.0630;1.0000
1697966414.703332963;right;2.3110;-1.3110;-0.0606;1.0000
1697966414.714589389;right;2.3083;-1.3083;-0.0579;1.0000
1697966414.728439809;right;2.3061;-1.3061;-0.0558;1.0000
1697966414.737437492;right;2.3037;-1.3037;-0.0534;1.0000
1697966414.747736512;right;2.3013;-1.3013;-0.0509;1.0000
1697966414.755425546;right;2.2989;-1.2989;-0.0485;1.0000
1697966414.768513509;right;2.2964;-1.2964;-0.0461;1.0000
1697966414.778259787;right;2.2940;-1.2940;-0.0436;1.0000
1697966414.788815081;right;2.2915;-1.2915;-0.0412;1.0000
1697966414.802416150;right;2.2891;-1.2891;-0.0387;1.0000
1697966414.810775100;right;2.2866;-1.2866;-0.0363;1.0000
1697966414.820165802;right;2.2841;-1.2841;-0.0338;1.0000
1697966414.836192290;right;2.2817;-1.2817;-0.0313;1.0000
1697966414.844611396;right;2.2792;-1.2792;-0.0288;1.0000
1697966414.862128213;right;2.2767;-1.2767;-0.0264;1.0000
1697966414.869648329;right;2.2742;-1.2742;-0.0239;1.0000
1697966414.879414619;right;2.2717;-1.2717;-0.0214;1.0000
1697966414.888787448;right;2.2692;-1.2692;-0.0189;1.0000
1697966414.912844034;right;2.2667;-1.2667;-0.0164;1.0000
1697966414.926400296;right;2.2642;-1.2642;-0.0139;1.0000
1697966414.936887489;right;2.2612;-1.2612;-0.0108;1.0000
1697966414.947249166;right;2.2589;-1.2589;-0.0086;1.0000
1697966414.958128278;right;2.2564;-1.2564;-0.0060;1.0000
1697966414.968279408;right;2.2539;-1.2539;-0.0035;1.0000
1697966414.974892856;right;2.2513;-1.2513;-0.0010;1.0000
1697966414.984879296;right;2.2488;-1.2488;0.0015;1.0000
1697966414.998570857;right;2.2463;-1.2463;0.0041;1.0000
1697966415.007005383;right;2.2437;-1.2437;0.0941;1.0000
1697966415.022014246;right;2.2412;-1.2412;0.0966;1.0000
1697966415.029848336;right;2.2387;-1.2387;0.0992;1.0000
1697966415.038862198;right;2.2361;-1.2361;0.0142;1.0000
1697966415.054012442;right;2.2336;-1.2336;0.0168;1.0000
1697966415.060572759;right;2.2310;-1.2310;0.1068;1.0000
1697966415.069847989;right;2.2285;-1.2285;0.1093;1.0000
1697966415.077369598;right;2.2260;-1.2260;0.0244;1.0000
1697966415.087521091;right;2.2234;-1.2234;0.0269;1.0000
1697966415.098214621;right;2.2209;-1.2209;0.0295;1.0000
1697966415.114384336;right;2.2184;-1.2184;0.1194;1.0000
1697966415.124007335;right;2.2158;-1.2158;0.1220;1.0000
1697966415.136779078;right;2.2133;-1.2133;0.0370;1.0000
1697966415.147033812;right;2.2108;-1.2108;0.0396;1.0000
1697966415.159753839;right;2.2083;-1.2083;0.0421;1.0000
1697966415.169335106;right;2.2057;-1.2057;0.0446;1.0000
1697966415.179118293;right;2.2032;-1.2032;0.0471;1.0000
1697966415.193861310;right;2.2007;-1.2007;0.0497;1.0000
1697966415.203555955;right;2.1982;-1.1982;0.0522;1.0000
1697966415.211650105;right;2.1956;-1.1956;0.0547;1.0000
1697966415.224979337;right;2.1931;-1.1931;0.0572;1.0000
1697966415.233829854;right;2.1906;-1.1906;0.0598;1.0000
1697966415.242284390;right;2.1881;-1.1881;0.0623;1.0000
1697966415.253199593;right;2.1855;-1.1855;0.0648;1.0000
1697966415.260381767;right;2.1836;-1.1836;-0.0208;1.0000
1697966415.276786757;right;2.1811;-1.1811;-0.0182;1.0000
1697966415.286487896;right;2.1786;-1.1786;-0.0157;1.0000
1697966415.297364183;right;2.1761;-1.1761;-0.0132;1.0000
1697966415.305822259;right;2.1741;-1.1741;-0.0112;1.0000
1697966415.316195705;right;2.1724;-1.1724;-0.0970;1.0000
1697966415.330848404;right;2.1699;-1.1699;-0.0945;1.0000
1697966415.338198520;right;2.1674;-1.1674;-0.0920;1.0000
1697966415.348091481;right;2.1649;-1.1649;-0.0895;1.0000
1697966415.362691067;right;2.1646;-1.1646;-0.1766;1.0000
1697966415.372501700;right;2.1621;-1.1621;-0.1742;1.0000
1697966415.388336957;right;2.1597;-1.1597;-0.1717;1.0000
1697966415.403085661;right;2.1573;-1.1573;-0.1693;1.0000
1697966415.418720180;right;2.1548;-1.1548;-0.1669;1.0000
1697966415.432984215;right;2.1533;-1.1533;-0.1653;1.0000
1697966415.445179781;right;2.1527;-1.1527;-0.2522;1.0000
1697966415.464593171;right;2.1505;-1.1505;-0.2500;1.0000
1697966415.478344682;right;2.1482;-1.1482;-0.2477;1.0000
1697966415.492551669;right;2.1458;-1.1458;-0.2453;1.0000
1697966415.498120697;right;2.1434;-1.1434;-0.2429;1.0000
1697966415.507557366;right;2.1442;-1.1442;-0.2437;1.0000
1697966415.523120201;right;2.1426;-1.1426;-0.3296;1.0000
1697966415.531322932;right;2.1403;-1.1403;-0.3272;1.0000
1697966415.540106944;right;2.1380;-1.1380;-0.3250;1.0000
1697966415.554562765;right;2.1357;-1.1357;-0.3227;1.0000
1697966415.562488604;right;2.1334;-1.1334;-0.3203;1.0000
1697966415.572009502;right;2.1340;-1.1340;-0.3210;1.0000
1697966415.587574266;right;2.1337;-1.1337;-0.4082;1.0000
1697966415.591089300;right;2.1314;-1.1314;-0.4059;1.0000
1697966415.603063886;right;2.1292;-1.1292;-0.4036;1.0000
1697966415.611937715;right;2.1270;-1.1270;-0.4014;1.0000
1697966415.627877296;right;2.1248;-1.1248;-0.3992;1.0000
1697966415.638433442;right;2.1226;-1.1226;-0.3970;1.0000
1697966415.646313283;right;2.1247;-1.1247;-0.3992;1.0000
1697966415.662177134;right;2.1243;-1.1243;-0.4862;1.0000
1697966415.671310327;right;2.1221;-1.1221;-0.4840;1.0000
1697966415.685395166;right;2.1201;-1.1201;-0.4820;1.0000
1697966415.690877917;right;2.1180;-1.1180;-0.4799;1.0000
1697966415.699670874;right;2.1160;-1.1160;-0.4779;1.0000
1697966415.710255995;right;2.1139;-1.1139;-0.4758;1.0000
1697966415.720471552;right;2.1124;-1.1124;-0.4743;1.0000
1697966415.728749099;right;2.1141;-1.1141;-0.4760;1.0000
1697966415.738482438;right;2.1151;-1.1151;-0.5645;1.0000
1697966415.751802397;right;2.1131;-1.1131;-0.5625;1.0000
1697966415.760453244;right;2.1112;-1.1112;-0.5606;1.0000
1697966415.769808214;right;2.1094;-1.1094;-0.5587;1.0000
1697966415.783176646;right;2.1075;-1.1075;-0.5568;1.0000
1697966415.791087177;right;2.1055;-1.1055;-0.5549;1.0000
1697966415.801109894;right;2.1036;-1.1036;-0.5530;1.0000
1697966415.815209743;right;2.1016;-1.1016;-0.5510;1.0000
1697966415.824853413;right;2.1024;-1.1024;-0.5518;1.0000
1697966415.835188290;right;2.1036;-1.1036;-0.5530;1.0000
1697966415.848406440;right;2.1048;-1.1048;-0.5541;1.0000
1697966415.857381985;right;2.1031;-1.1031;-0.6399;1.0000
1697966415.866924135;right;2.1012;-1.1012;-0.6380;1.0000
1697966415.882700462;right;2.0995;-1.0995;-0.6363;1.0000
1697966415.890564595;right;2.0978;-1.0978;-0.6346;1.0000
1697966415.905042343;right;2.0959;-1.0959;-0.6327;1.0000
1697966415.923208373;right;2.0941;-1.0941;-0.6310;1.0000
1697966415.930830010;right;2.0924;-1.0924;-0.6292;1.0000
1697966415.940669178;right;2.0906;-1.0906;-0.6274;1.0000
1697966415.951892961;right;2.0913;-1.0913;-0.6282;1.0000
1697966415.964174956;right;2.0920;-1.0920;-0.6289;1.0000
1697966415.973740941;right;2.0927;-1.0927;-0.6296;1.0000
1697966415.986686193;right;2.0934;-1.0934;-0.6302;1.0000
1697966415.994681784;right;2.0931;-1.0931;-0.7174;1.0000
1697966416.004577331;right;2.0914;-1.0914;-0.7157;1.0000
1697966416.016073133;right;2.0900;-1.0900;-0.7142;1.0000
1697966416.024042107;right;2.0885;-1.0885;-0.7128;1.0000
1697966416.033744887;right;2.0870;-1.0870;-0.7113;1.0000
1697966416.046293312;right;2.0855;-1.0855;-0.7098;1.0000
1697966416.056349940;right;2.0840;-1.0840;-0.7083;1.0000
1697966416.066467053;right;2.0825;-1.0825;-0.7068;1.0000
1697966416.081939054;right;2.0810;-1.0810;-0.7053;1.0000
1697966416.089391772;right;2.0795;-1.0795;-0.7038;1.0000
1697966416.099548311;right;2.0794;-1.0794;-0.7037;1.0000
1697966416.116038125;right;2.0796;-1.0796;-0.7039;1.0000
1697966416.120731141;right;2.0798;-1.0798;-0.7041;1.0000
1697966416.128996142;right;2.0801;-1.0801;-0.7043;1.0000
1697966416.138552543;right;2.0802;-1.0802;-0.7045;1.0000
1697966416.151578256;right;2.0804;-1.0804;-0.7047;1.0000
1697966416.159757482;right;2.0806;-1.0806;-0.7049;1.0000
1697966416.168631511;right;2.0807;-1.0807;-0.7050;1.0000
1697966416.180705854;right;2.0806;-1.0806;-0.7924;1.0000
1697966416.189774255;right;2.0793;-1.0793;-0.7911;1.0000
1697966416.200218704;right;2.0782;-1.0782;-0.7900;1.0000
1697966416.207495984;right;2.0772;-1.0772;-0.7890;1.0000
1697966416.220180316;right;2.0762;-1.0762;-0.7879;1.0000
1697966416.228469933;right;2.0751;-1.0751;-0.7869;1.0000
1697966416.237933378;right;2.0741;-1.0741;-0.7859;1.0000
1697966416.251622135;right;2.0731;-1.0731;-0.7849;1.0000
1697966416.260058951;right;2.0721;-1.0721;-0.7839;1.0000
1697966416.270063437;right;2.0712;-1.0712;-0.7830;1.0000
1697966416.284990882;right;2.0703;-1.0703;-0.7821;1.0000
1697966416.296728442;right;2.0694;-1.0694;-0.7812;1.0000
1697966416.303529263;right;2.0686;-1.0686;-0.7803;1.0000
1697966416.314768790;right;2.0678;-1.0678;-0.7795;1.0000
1697966416.324012559;right;2.0670;-1.0670;-0.7787;1.0000
1697966416.332466210;right;2.0663;-1.0663;-0.7780;1.0000
1697966416.347603315;right;2.0656;-1.0656;-0.7773;1.0000
1697966416.354716246;right;2.0648;-1.0648;-0.7766;1.0000
1697966416.364025146;right;2.0639;-1.0639;-0.7757;1.0000
1697966416.380225799;right;2.0631;-1.0631;-0.7748;1.0000
1697966416.384382048;right;2.0625;-1.0625;-0.7743;1.0000
1697966416.394525287;right;2.0622;-1.0622;-0.7740;1.0000
1697966416.404863608;right;2.0619;-1.0619;-0.7737;1.0000
1697966416.424940612;right;2.0617;-1.0617;-0.7735;1.0000
1697966416.433419549;right;2.0615;-1.0615;-0.7733;1.0000
1697966416.444469090;right;2.0613;-1.0613;-0.7731;1.0000
1697966416.455336261;right;2.0612;-1.0612;-0.7729;1.0000
1697966416.471346679;right;2.0610;-1.0610;-0.7728;1.0000
1697966416.477687625;right;2.0609;-1.0609;-0.7727;1.0000
1697966416.491542531;right;2.0608;-1.0608;-0.7726;1.0000
1697966416.502028413;right;2.0608;-1.0608;-0.7725;1.0000
1697966416.511270295;right;2.0607;-1.0607;-0.7725;1.0000
1697966416.521573091;right;2.0607;-1.0607;-0.7724;1.0000
1697966416.534767410;right;2.0606;-1.0606;-0.7724;1.0000
1697966416.543097912;right;2.0606;-1.0606;-0.7723;1.0000
1697966416.557165518;right;2.0605;-1.0605;-0.7722;1.0000
1697966416.566955831;right;2.0604;-1.0604;-0.7722;1.0000
1697966416.576246029;right;2.0603;-1.0603;-0.7721;1.0000
1697966416.591186361;right;2.0602;-1.0602;-0.7720;1.0000
1697966416.600076490;right;2.0601;-1.0601;-0.7719;1.0000
1697966416.609083673;right;2.0600;-1.0600;-0.7718;1.0000
1697966416.627109643;right;2.0596;-1.0596;-0.8588;1.0000
1697966416.639206651;right;2.0583;-1.0583;-0.8576;1.0000
1697966416.648210981;right;2.0578;-1.0578;-0.8570;1.0000
1697966416.664247116;right;2.0572;-1.0572;-0.8565;1.0000
1697966416.672901715;right;2.0567;-1.0567;-0.8560;1.0000
1697966416.683981508;right;2.0562;-1.0562;-0.8554;1.0000
1697966416.695078730;right;2.0557;-1.0557;-0.8549;1.0000
1697966416.704609813;right;2.0551;-1.0551;-0.8544;1.0000
1697966416.718237150;right;2.0546;-1.0546;-0.8538;1.0000
1697966416.727474608;right;2.0540;-1.0540;-0.8533;1.0000
1697966416.739061852;right;2.0535;-1.0535;-0.8527;1.0000
1697966416.752215216;right;2.0529;-1.0529;-0.8521;1.0000
1697966416.761249618;right;2.0523;-1.0523;-0.8515;1.0000
1697966416.771225121;right;2.0517;-1.0517;-0.8510;1.0000
1697966416.783142132;right;2.0516;-1.0516;-0.8509;1.0000
1697966416.791768597;right;2.0515;-1.0515;-0.8508;1.0000
1697966416.800013112;right;2.0515;-1.0515;-0.8507;1.0000
1697966416.813695579;right;2.0514;-1.0514;-0.8506;1.0000
1697966416.823998807;right;2.0513;-1.0513;-0.8505;1.0000
1697966416.838680378;right;2.0512;-1.0512;-0.8504;1.0000
1697966416.843283847;right;2.0511;-1.0511;-0.8503;1.0000
1697966416.851462545;right;2.0510;-1.0510;-0.8502;1.0000
1697966416.859932667;right;2.0509;-1.0509;-0.8501;1.0000
1697966416.874136239;right;2.0508;-1.0508;-0.8500;1.0000
1697966416.882593877;right;2.0507;-1.0507;-0.8499;1.0000
1697966416.897266237;right;2.0506;-1.0506;-0.8498;1.0000
1697966416.914845403;right;2.0505;-1.0505;-0.8497;1.0000
1697966416.927993045;right;2.0504;-1.0504;-0.8496;1.0000
1697966416.940956556;right;2.0503;-1.0503;-0.8495;1.0000
1697966416.952106859;right;2.0502;-1.0502;-0.8494;1.0000
1697966416.959610890;right;2.0500;-1.0500;-0.8493;1.0000
1697966416.974537132;right;2.0499;-1.0499;-0.8492;1.0000
1697966416.981742772;right;2.0498;-1.0498;-0.8491;1.0000
1697966416.992068383;right;2.0497;-1.0497;-0.8490;1.0000
1697966417.000430620;right;2.0496;-1.0496;-0.8489;1.0000
1697966417.015786004;right;2.0495;-1.0495;-0.8488;1.0000
1697966417.023204656;right;2.0495;-1.0495;-0.8487;1.0000
1697966417.031710096;right;2.0494;-1.0494;-0.8486;1.0000
1697966417.046400834;right;2.0493;-1.0493;-0.8485;1.0000
1697966417.056400997;right;2.0492;-1.0492;-0.8484;1.0000
1697966417.064610158;right;2.0491;-1.0491;-0.8483;1.0000
1697966417.081543959;right;2.0490;-1.0490;-0.8482;1.0000
1697966417.090785163;right;2.0489;-1.0489;-0.8481;1.0000
1697966417.100039895;right;2.0488;-1.0488;-0.8480;1.0000
1697966417.116039927;right;2.0487;-1.0487;-0.7605;1.0000
1697966417.124869812;right;2.0485;-1.0485;-0.7602;1.0000
1697966417.135323645;right;2.0482;-1.0482;-0.7600;1.0000
1697966417.150720309;right;2.0480;-1.0480;-0.7597;1.0000
1697966417.163829936;right;2.0477;-1.0477;-0.7595;1.0000
1697966417.172239697;right;2.0473;-1.0473;-0.6716;1.0000
1697966417.182693185;right;2.0469;-1.0469;-0.6712;1.0000
1697966417.195533442;right;2.0465;-1.0465;-0.6708;1.0000
1697966417.204844924;right;2.0461;-1.0461;-0.6704;1.0000
1697966417.215935470;right;2.0456;-1.0456;-0.5825;1.0000
1697966417.231551353;right;2.0451;-1.0451;-0.5819;1.0000
1697966417.238274152;right;2.0446;-1.0446;-0.5814;1.0000
1697966417.248438969;right;2.0440;-1.0440;-0.5808;1.0000
1697966417.265550593;right;2.0435;-1.0435;-0.5803;1.0000
1697966417.275398518;right;2.0428;-1.0428;-0.4922;1.0000
1697966417.282737523;right;2.0421;-1.0421;-0.4915;1.0000
1697966417.296222240;right;2.0415;-1.0415;-0.4908;1.0000
1697966417.305491420;right;2.0408;-1.0408;-0.4901;1.0000
1697966417.314278198;right;2.0401;-1.0401;-0.4894;1.0000
1697966417.328161241;right;2.0394;-1.0394;-0.4887;1.0000
1697966417.336031605;right;2.0386;-1.0386;-0.4005;1.0000
1697966417.344928861;right;2.0377;-1.0377;-0.3996;1.0000
1697966417.356917709;right;2.0369;-1.0369;-0.3988;1.0000
1697966417.364895360;right;2.0360;-1.0360;-0.3979;1.0000
1697966417.373562882;right;2.0352;-1.0352;-0.3971;1.0000
1697966417.383453520;right;2.0343;-1.0343;-0.3962;1.0000
1697966417.392355842;right;2.0335;-1.0335;-0.3954;1.0000
1697966417.402350891;right;2.0325;-1.0325;-0.3070;1.0000
1697966417.414642248;right;2.0316;-1.0316;-0.3060;1.0000
1697966417.432783201;right;2.0303;-1.0303;-0.3048;1.0000
1697966417.441242340;right;2.0294;-1.0294;-0.3039;1.0000
1697966417.450999859;right;2.0285;-1.0285;-0.3029;1.0000
1697966417.463710392;right;2.0275;-1.0275;-0.3019;1.0000
1697966417.471036509;right;2.0265;-1.0265;-0.3009;1.0000
1697966417.480593469;right;2.0255;-1.0255;-0.2999;1.0000
1697966417.495605266;right;2.0244;-1.0244;-0.2989;1.0000
1697966417.506149932;right;2.0234;-1.0234;-0.2103;1.0000
1697966417.515333693;right;2.0223;-1.0223;-0.2092;1.0000
1697966417.529874651;right;2.0212;-1.0212;-0.2081;1.0000
1697966417.539687404;right;2.0201;-1.0201;-0.2070;1.0000
1697966417.549631510;right;2.0189;-1.0189;-0.2059;1.0000
1697966417.562440157;right;2.0178;-1.0178;-0.2048;1.0000
1697966417.571683038;right;2.0167;-1.0167;-0.2036;1.0000
1697966417.580660144;right;2.0155;-1.0155;-0.2025;1.0000
1697966417.591346914;right;2.0143;-1.0143;-0.2013;1.0000
1697966417.602467651;right;2.0132;-1.0132;-0.2001;1.0000
1697966417.612631400;right;2.0120;-1.0120;-0.1990;1.0000
1697966417.623258568;right;2.0108;-1.0108;-0.1103;1.0000
1697966417.632949179;right;2.0095;-1.0095;-0.1091;1.0000
1697966417.649624431;right;2.0083;-1.0083;-0.1078;1.0000
1697966417.656126582;right;2.0071;-1.0071;-0.1066;1.0000
1697966417.666390102;right;2.0058;-1.0058;-0.1053;1.0000
1697966417.680296778;right;2.0046;-1.0046;-0.1041;1.0000
1697966417.688006512;right;2.0033;-1.0033;-0.1028;1.0000
1697966417.698225516;right;2.0020;-1.0020;-0.1015;1.0000
1697966417.713728336;right;2.0008;-1.0008;-0.1003;1.0000
1697966417.721197787;right;1.9995;-0.9995;-0.0990;1.0000
