1697971012.284821852;k1: 1.0
1697971012.285465869;k2: 5.0
1697971012.286053355;Max_linear: 2.0
1697971012.286682900;Max_angular: 3.0
1697971012.287196006;Target_distance: 1.0
1697971022.815955420;right;2.9050;-1.9050;-6.8647;0.2000
1697971022.825984706;right;2.9050;-1.9050;-6.8647;0.2000
1697971022.837256974;right;2.9050;-1.9050;-6.8647;0.2000
1697971022.849948368;right;2.9049;-1.9049;-6.8646;0.2000
1697971022.861114062;right;2.9049;-1.9049;-6.8646;0.2000
1697971022.871190748;right;2.9048;-1.9048;-6.8645;0.2000
1697971022.882146236;right;2.9047;-1.9047;-6.8644;0.2000
1697971022.897858160;right;2.9046;-1.9046;-6.8643;0.2000
1697971022.911266341;right;2.9045;-1.9045;-6.8642;0.2000
1697971022.923837401;right;2.9044;-1.9044;-6.8641;0.2000
1697971022.940824296;right;2.9043;-1.9043;-6.8640;0.2000
1697971022.953563224;right;2.9042;-1.9042;-6.8638;0.2000
1697971022.963789767;right;2.9041;-1.9041;-6.8637;0.2000
1697971022.976095901;right;2.9039;-1.9039;-6.8636;0.2000
1697971022.993777067;right;2.9038;-1.9038;-6.8635;0.2000
1697971023.005386288;right;2.9037;-1.9037;-6.8633;0.2000
1697971023.012892459;right;2.9039;-1.9039;-6.8636;0.2000
1697971023.026059886;right;2.9058;-1.9058;-6.7781;0.2000
1697971023.035386462;right;2.9076;-1.9076;-6.7798;0.2000
1697971023.042775971;right;2.9094;-1.9094;-6.6941;0.2000
1697971023.059812742;right;2.9112;-1.9112;-6.6085;0.2000
1697971023.067681451;right;2.9127;-1.9127;-6.5225;0.2000
1697971023.076029300;right;2.9142;-1.9142;-6.4366;0.2000
1697971023.084607946;right;2.9158;-1.9158;-6.3507;0.2000
1697971023.100126538;right;2.9173;-1.9173;-6.3522;0.2000
1697971023.112752134;right;2.9188;-1.9188;-6.2662;0.2000
1697971023.120079086;right;2.9202;-1.9202;-6.1802;0.2000
1697971023.131365339;right;2.9217;-1.9217;-6.0942;0.2000
1697971023.146422740;right;2.9232;-1.9232;-6.0082;0.2000
1697971023.155101364;right;2.9246;-1.9246;-5.9222;0.2000
1697971023.171743792;right;2.9261;-1.9261;-5.9237;0.2000
1697971023.180186508;right;2.9274;-1.9274;-5.8375;0.2000
